,index,school,early,mid,major
2702,2,SUNY College of Technology at Alfred,58000,106300,engineering
2703,3,Fairmont State University,57100,106000,engineering
2704,4,Southeast Missouri State University,59600,105900,engineering
2705,5,University of Arkansas at Little Rock,66700,105600,engineering
2706,6,Bemidji State University,63900,105000,engineering
2707,7,Indiana State University,60800,104400,engineering
2708,8,Hampton University,59900,104300,engineering
2709,9,Western Kentucky University,59300,104100,engineering
2710,10,Eastern Kentucky University,64300,104000,engineering
2711,11,University of Central Missouri,61200,104000,engineering
2712,12,Point Park University,61000,103800,engineering
2713,13,South Dakota State University,66900,103700,engineering
2714,14,Pennsylvania College of Technology,62400,103600,engineering
2715,15,Ferris State University,67100,103600,engineering
2716,16,Northern Kentucky University,62500,103400,engineering
2717,17,Lewis University,56600,103300,engineering
2718,18,Fitchburg State University,55000,103100,engineering
2719,19,Shawnee State University,62200,103000,engineering
2720,20,University of Oregon,56000,102800,engineering
2721,21,Millersville University of Pennsylvania,59100,102600,engineering
2722,22,Troy University,56500,102200,engineering
2723,23,Kent State University at Kent,53000,101700,engineering
2724,24,SUNY College of Environmental Science and Forestry,59600,101700,engineering
2725,0,East Carolina University,61500,101600,engineering
2726,1,University of Southern Mississippi,58200,101000,engineering
2727,2,University of Georgia,64500,100900,engineering
2728,3,Georgia Southern University,64200,100500,engineering
2729,4,Roger Williams University,59600,100400,engineering
2730,5,SUNY Polytechnic Institute,59600,100300,engineering
2731,6,Park University,59400,100300,engineering
2732,7,Missouri Western State University,54600,100100,engineering
2733,8,Northeastern State University,61200,100000,engineering
2734,9,University of Wisconsin-Stevens Point,51300,99900,engineering
2735,10,Bowling Green State University-Main Campus,59300,99800,engineering
2736,11,Western Carolina University,60900,99600,engineering
2737,12,Rhode Island School of Design,57300,99400,engineering
2738,13,Embry-Riddle Aeronautical University-Worldwide,61700,98200,engineering
2739,14,Morehead State University,56200,97600,engineering
2740,15,Norfolk State University,55400,97400,engineering
2741,16,Boston Architectural College,52200,97300,engineering
2742,17,Fashion Institute of Technology,54900,96900,engineering
2743,18,Sam Houston State University,60800,96100,engineering
2744,19,Austin Peay State University,55900,95900,engineering
2745,20,SUNY Buffalo State,59800,95600,engineering
2746,21,Jackson State University,58000,95600,engineering
2747,22,University of Arkansas at Pine Bluff,55000,95500,engineering
2748,23,Ball State University,52400,95400,engineering
2749,24,Columbia College Chicago,52200,95200,engineering
2750,0,Harvard University,96600,205600,math
2751,1,Carnegie Mellon University,101300,161800,math
2752,2,Massachusetts Institute of Technology,97700,158900,math
2753,3,University of California-Berkeley,91000,158500,math
2754,4,University of California-San Diego,78600,158300,math
2755,5,University of Virginia-Main Campus,85900,154400,math
2756,6,United States Naval Academy,90800,153600,math
2757,7,New York University,84000,150700,math
2758,8,Virginia Polytechnic Institute and State University,73300,149000,math
2759,9,Vanderbilt University,82800,148900,math
2760,10,Johns Hopkins University,90400,148800,math
2761,11,University of California-Irvine,74800,146800,math
2762,12,University of California-Los Angeles,78300,146500,math
2763,13,Dartmouth College,87800,146100,math
2764,14,University of Maryland-College Park,82300,145800,math
2765,15,CUNY Bernard M Baruch College,80700,145500,math
2766,16,Northeastern University,81500,145300,math
2767,17,University of California-Davis,77400,143500,math
2768,18,Stony Brook University,75600,142900,math
2769,19,University of Kansas,78600,142200,math
2770,20,University of Alabama in Huntsville,79900,142000,math
2771,21,University of Notre Dame,89400,141900,math
2772,22,University of Rochester,80900,140300,math
2773,23,University of Florida,71300,139800,math
2774,24,University of California-Santa Barbara,70500,139700,math
2775,0,University of Arizona,75200,137700,math
2776,1,Rensselaer Polytechnic Institute,76800,137600,math
2777,2,California State University-East Bay,81500,137100,math
2778,3,Seattle University,78200,137000,math
2779,4,Worcester Polytechnic Institute,75800,136500,math
2780,5,University of Massachusetts-Amherst,71300,136300,math
2781,6,California State University-Northridge,71400,136100,math
2782,7,Tufts University,82600,135900,math
2783,8,Colorado School of Mines,80600,135900,math
2784,9,Rutgers University-New Brunswick,75400,135800,math
2785,10,University of Michigan-Ann Arbor,78100,135700,math
2786,11,University of Washington-Seattle Campus,78000,135400,math
2787,12,California State University-Chico,74500,135300,math
2788,13,University of Rhode Island,73200,134600,math
2789,14,Ohio State University-Main Campus,72800,133100,math
2790,15,University of Wisconsin-Madison,72400,132800,math
2791,16,Brigham Young University,71000,132300,math
2792,17,San Jose State University,79000,132000,math
2793,18,North Carolina State University at Raleigh,68700,131500,math
2794,19,Purdue University-Main Campus,72100,130000,math
2795,20,Western Washington University,72700,129900,math
2796,21,Michigan State University,68800,129300,math
2797,22,University of Minnesota-Twin Cities,74100,129100,math
2798,23,William & Mary,76600,128900,math
2799,24,University of California-Riverside,69000,128500,math
2800,0,University of Utah,64400,128100,math
2801,1,Binghamton University,68100,126900,math
2802,2,East Carolina University,73200,126600,math
2803,3,University of Oregon,68900,126600,math
2804,4,Boston University,69000,126100,math
2805,5,University of Colorado Boulder,73000,125600,math
2806,6,University of Georgia,68600,125400,math
2807,7,St Olaf College,69100,124900,math
2808,8,Temple University,69000,124500,math
2809,9,College of the Holy Cross,66300,124200,math
2810,10,University of Oklahoma-Norman Campus,62300,124100,math
2811,11,Auburn University,66100,123600,math
2812,12,Saint Cloud State University,64800,123300,math
2813,13,Miami University-Oxford,68000,123300,math
2814,14,The University of Texas at Austin,76200,122900,math
2815,15,University of Iowa,66400,122700,math
2816,16,California State University-Long Beach,64200,122700,math
2817,17,San Diego State University,65000,122500,math
2818,18,University of Wisconsin-Stout,67700,121400,math
2819,19,University of Houston,60100,121000,math
2820,20,University of North Carolina at Chapel Hill,71100,120400,math
2821,21,Eastern Connecticut State University,63700,120200,math
2822,22,University of Pittsburgh-Pittsburgh Campus,70100,119800,math
2823,23,Colorado State University-Fort Collins,70700,119600,math
2824,24,University of New Hampshire-Main Campus,60900,119600,math
2825,0,Washington State University,67100,119500,math
2826,1,University of Colorado Denver/Anschutz Medical Campus,64400,119200,math
2827,2,The University of Texas at Arlington,62500,119200,math
2828,3,Arizona State University Campus Immersion,66100,119100,math
2829,4,Youngstown State University,65600,118300,math
2830,5,University at Buffalo,68900,117500,math
2831,6,University of Cincinnati-Main Campus,64500,116800,math
2832,7,Millersville University of Pennsylvania,60700,116600,math
2833,8,West Virginia University,66100,116600,math
2834,9,Texas A & M University-College Station,68100,116300,math
2835,10,University of North Carolina at Charlotte,63100,115100,math
2836,11,Iowa State University,66700,114800,math
2837,12,University of Illinois Urbana-Champaign,76700,114800,math
2838,13,University of Mary Washington,68200,113400,math
2839,14,SUNY at Albany,62700,112800,math
2840,15,Northern Illinois University,67600,112500,math
2841,16,The University of Tennessee-Knoxville,61900,112300,math
2842,17,Northern Kentucky University,62100,112200,math
2843,18,Thomas Edison State University,64100,111800,math
2844,19,University of Nebraska-Lincoln,64700,110800,math
2845,20,Indiana University-Bloomington,61600,110400,math
2846,21,Michigan Technological University,62700,110300,math
2847,22,SUNY College at Potsdam,54400,108200,math
2848,23,Western Michigan University,66700,107300,math
2849,24,University of Wyoming,56800,106700,math
2850,0,University of California-Berkeley,68200,148300,communication
2851,1,Santa Clara University,68700,143800,communication
2852,2,Stanford University,73100,143600,communication
2853,3,University of Pennsylvania,69900,139400,communication
2854,4,Vanderbilt University,68000,138100,communication
2855,5,University of California-Santa Barbara,60800,134300,communication
2856,6,Boston University,59300,133900,communication
2857,7,Wake Forest University,61400,132000,communication
2858,8,University of California-Davis,62500,132000,communication
2859,9,University of Virginia-Main Campus,56600,130800,communication
2860,10,Fairfield University,64200,129900,communication
2861,11,University of California-Los Angeles,64500,129800,communication
2862,12,New York University,62000,129400,communication
2863,13,George Washington University,63500,129000,communication
2864,14,University of Southern California,61600,128800,communication
2865,15,Northwestern University,61600,128100,communication
2866,16,Seattle University,58900,127400,communication
2867,17,Boston College,64900,126900,communication
2868,18,Ithaca College,54700,124300,communication
2869,19,Marymount University,59300,122100,communication
2870,20,University of California-San Diego,58700,121000,communication
2871,21,Rutgers University-New Brunswick,57500,120700,communication
2872,22,Syracuse University,59800,120100,communication
2873,23,Fordham University,60700,118300,communication
2874,24,Fashion Institute of Technology,58600,117900,communication
2875,0,University of Washington-Seattle Campus,61700,117700,communication
2876,1,Loyola Marymount University,57600,117500,communication
2877,2,San Jose State University,62700,117300,communication
2878,3,Art Center College of Design,67000,117100,communication
2879,4,Pepperdine University,57700,117100,communication
2880,5,George Mason University,56700,117000,communication
2881,6,The University of Texas at Austin,56200,116600,communication
2882,7,University of Michigan-Ann Arbor,59300,116400,communication
2883,8,University of Puget Sound,54800,116300,communication
2884,9,Seton Hall University,54300,115600,communication
2885,10,Cornell University,64700,115300,communication
2886,11,Iona College,57200,115000,communication
2887,12,Southern Methodist University,59000,114900,communication
2888,13,SUNY at Albany,54600,114500,communication
2889,14,Pace University,54500,114300,communication
2890,15,California State University-Chico,55200,114200,communication
2891,16,University of New Haven,58000,114100,communication
2892,17,Northeastern University,59100,113900,communication
2893,18,San Diego State University,54600,113800,communication
2894,19,Tulane University of Louisiana,58100,113700,communication
2895,20,Brigham Young University,55000,113300,communication
2896,21,University of Maryland-College Park,56400,113300,communication
